,AuthorName,Quote,Likes,Tags
23,Walt Disney,“The way to get started is to quit talking and begin doing. ”,2480,"['motivation,', 'success']"
24,"Roy T. Bennett,",“Believe in your infinite potential. Your only limitations are those you set upon yourself.”,2417,"['believe,', 'believe-in-yourself,', 'confidence,', 'empowerment,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'limitations,', 'limits,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'potential,', 'spiritual-growth,', 'spirituality,', 'talents']"
25,Jordan Belfort,“The only thing standing between you and your goal is the bullshit story you keep telling yourself as to why you can't achieve it.”,2212,"['excuses,', 'goal,', 'inspiration,', 'motivation,', 'self-defeat']"
26,"Roy T. Bennett,",“Be Brave and Take Risks: You need to have faith in yourself. Be brave and take risks. You don't have to have it all figured out to move forward.”,2098,"['authentic-living,', 'being-positive,', 'brave,', 'courage,', 'faith,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'life,', 'life-quotes,', 'motivation,', 'moving-forward,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'start-up']"
27,"Roy T. Bennett,",“Surround Yourself with People Who Believe in Your Dreams:,2025,"['ambition,', 'dream,', 'dreams,', 'encourage,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
28,Pablo,“No matter how old you are now. You are never too young or too old for success or going after what you want. Here’s a short list of people who accomplished great things at different ages,2006,"['age,', 'confidence,', 'discipline,', 'effort,', 'excuses,', 'failure,', 'faith,', 'isnpiration,', 'love,', 'motivation,', 'olympics,', 'opportunities,', 'opportunity,', 'president,', 'success']"
29,"Roy T. Bennett,","“Do what you love, love what you do, and with all your heart give yourself to it.”",1944,"['do,', 'doing,', 'heart,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'love,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
0,"Roy T. Bennett,",“Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.”,8320,"['dreams,', 'fearless,', 'heart,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'mind,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
1,"Roy T. Bennett,",“Live the Life of Your Dreams: Be brave enough to live the life of your dreams according to your vision and purpose instead of the expectations and opinions of others.”,6125,"['brave,', 'courage,', 'dreams,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'purpose,', 'vision']"
2,"Roy T. Bennett,","“Believe in yourself. You are braver than you think, more talented than you know, and capable of more than you imagine.”",6071,"['achievement,', 'believe-in-yourself,', 'brave,', 'courage,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'talent']"
3,Roy T. Bennett,"“It’s only after you’ve stepped outside your comfort zone that you begin to change, grow, and transform.”",5724,"['change,', 'focus,', 'grow,', 'growth,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leaders,', 'leadership,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'stay-focused,', 'step-out-of-comfort-zone,', 'transform']"
4,"Roy T. Bennett,","“More smiling, less worrying. More compassion, less judgment. More blessed, less stressed. More love, less hate.”",5600,"['authentic-living,', 'being-positive,', 'blessed,', 'compassion,', 'hate,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'judgment,', 'less-more,', 'life,', 'life-purpose,', 'life-quotes,', 'living,', 'love,', 'mind,', 'motivation,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'smile,', 'smiles,', 'spirituality,', 'stress,', 'stressed,', 'worry,', 'worrying']"
5,"Roy T. Bennett,","“Success is not how high you have climbed, but how you make a positive difference to the world.”",4888,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leadership,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'success']"
6,"Roy T. Bennett,",“Keep Going,4808,"['adversity,', 'authentic-living,', 'being-positive,', 'faith,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'life,', 'life-and-living,', 'life-quotes,', 'motivation,', 'never-give-up,', 'optimism,', 'optimistic,', 'persistence,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
7,Lou Holtz,"“It's not the load that breaks you down, it's the way you carry it.”",4766,"['inspiration,', 'motivation']"
8,"Roy T. Bennett,","“Pursue what catches your heart, not what catches your eyes.”",4737,"['gratitude,', 'heart,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'thoughts']"
9,"Roy T. Bennett,",“Start each day with a positive thought and a grateful heart.”,4402,"['gratitude,', 'heart,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'thoughts']"
10,"Roy T. Bennett,",“Be grateful for what you already have while you pursue your goals.,4353,"['goal,', 'goals,', 'gratitude,', 'happiness,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leadership,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
11,"Roy T. Bennett,","“Life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.”",4146,"['challenge,', 'enjoy-the-journey,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'keep-moving-forward,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'move-on,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
12,"Roy T. Bennett,",“Be brave to stand for what you believe in even if you stand alone.”,3900,"['belief,', 'beliefs,', 'believe,', 'courage,', 'courage-quotes,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
13,"Viktor E. Frankl,","“When we are no longer able to change a situation, we are challenged to change ourselves.”",3814,['motivation']
14,"Roy T. Bennett,","“Great things happen to those who don't stop believing, trying, learning, and being grateful.”",3777,"['being-positive,', 'believe,', 'gratitude,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'life,', 'life-quotes,', 'live,', 'motivation,', 'never-stop-believing,', 'never-stop-learning,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'try,', 'trying']"
15,"Roy T. Bennett,",“Never lose hope. Storms make people stronger and never last forever.”,3660,"['adversity,', 'difficulty,', 'hope,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'perseverance,', 'persistence,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'storms']"
16,"Roy T. Bennett,",“Do not fear failure but rather fear not trying.”,3629,"['failure,', 'fearless,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quote,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-philosophy,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'never-give-up,', 'optimism,', 'optimistic,', 'persistence,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'trying']"
17,Thomas Jefferson,“Do you want to know who you are? Don't ask. Act! Action will delineate and define you.”,3542,"['inspiration,', 'motivation']"
18,"Paulo Coelho,",“Nothing in the world is ever completely wrong. Even a stopped clock is right twice a day.”,3260,"['inspirational,', 'motivation']"
19,Roy T. Bennett,“You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.”,2876,"['achievement,', 'change,', 'comfort-zone,', 'courage,', 'dream,', 'dreams,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leaders,', 'leadership,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'start-up,', 'step-out-of-your-comfort-zone']"
20,"Roy T. Bennett,","“Do not let the memories of your past limit the potential of your future. There are no limits to what you can achieve on your journey through life, except in your mind.”",2863,"['future,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'limit,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'potential']"
21,"Roy T. Bennett,",“Let the improvement of yourself keep you so busy that you have no time to criticize others.”,2759,"['improvement,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leadership,', 'learning,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'success']"
22,"Zig Ziglar,","“Of course motivation is not permanent. But then, neither is bathing; but it is something you should do on a regular basis.”",2544,"['bathing,', 'humor,', 'motivation']"
23,Walt Disney,“The way to get started is to quit talking and begin doing. ”,2480,"['motivation,', 'success']"
24,"Roy T. Bennett,",“Believe in your infinite potential. Your only limitations are those you set upon yourself.”,2417,"['believe,', 'believe-in-yourself,', 'confidence,', 'empowerment,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'limitations,', 'limits,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'potential,', 'spiritual-growth,', 'spirituality,', 'talents']"
25,Jordan Belfort,“The only thing standing between you and your goal is the bullshit story you keep telling yourself as to why you can't achieve it.”,2212,"['excuses,', 'goal,', 'inspiration,', 'motivation,', 'self-defeat']"
26,"Roy T. Bennett,",“Be Brave and Take Risks: You need to have faith in yourself. Be brave and take risks. You don't have to have it all figured out to move forward.”,2098,"['authentic-living,', 'being-positive,', 'brave,', 'courage,', 'faith,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'life,', 'life-quotes,', 'motivation,', 'moving-forward,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'start-up']"
27,"Roy T. Bennett,",“Surround Yourself with People Who Believe in Your Dreams:,2025,"['ambition,', 'dream,', 'dreams,', 'encourage,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
28,Pablo,“No matter how old you are now. You are never too young or too old for success or going after what you want. Here’s a short list of people who accomplished great things at different ages,2006,"['age,', 'confidence,', 'discipline,', 'effort,', 'excuses,', 'failure,', 'faith,', 'isnpiration,', 'love,', 'motivation,', 'olympics,', 'opportunities,', 'opportunity,', 'president,', 'success']"
29,"Roy T. Bennett,","“Do what you love, love what you do, and with all your heart give yourself to it.”",1944,"['do,', 'doing,', 'heart,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'love,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
0,"Roy T. Bennett,",“Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.”,8320,"['dreams,', 'fearless,', 'heart,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'mind,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
1,"Roy T. Bennett,",“Live the Life of Your Dreams: Be brave enough to live the life of your dreams according to your vision and purpose instead of the expectations and opinions of others.”,6125,"['brave,', 'courage,', 'dreams,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'purpose,', 'vision']"
2,"Roy T. Bennett,","“Believe in yourself. You are braver than you think, more talented than you know, and capable of more than you imagine.”",6071,"['achievement,', 'believe-in-yourself,', 'brave,', 'courage,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'talent']"
3,Roy T. Bennett,"“It’s only after you’ve stepped outside your comfort zone that you begin to change, grow, and transform.”",5724,"['change,', 'focus,', 'grow,', 'growth,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leaders,', 'leadership,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'stay-focused,', 'step-out-of-comfort-zone,', 'transform']"
4,"Roy T. Bennett,","“More smiling, less worrying. More compassion, less judgment. More blessed, less stressed. More love, less hate.”",5600,"['authentic-living,', 'being-positive,', 'blessed,', 'compassion,', 'hate,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'judgment,', 'less-more,', 'life,', 'life-purpose,', 'life-quotes,', 'living,', 'love,', 'mind,', 'motivation,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'smile,', 'smiles,', 'spirituality,', 'stress,', 'stressed,', 'worry,', 'worrying']"
5,"Roy T. Bennett,","“Success is not how high you have climbed, but how you make a positive difference to the world.”",4888,"['inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leadership,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'success']"
6,"Roy T. Bennett,",“Keep Going,4808,"['adversity,', 'authentic-living,', 'being-positive,', 'faith,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'life,', 'life-and-living,', 'life-quotes,', 'motivation,', 'never-give-up,', 'optimism,', 'optimistic,', 'persistence,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
7,Lou Holtz,"“It's not the load that breaks you down, it's the way you carry it.”",4766,"['inspiration,', 'motivation']"
8,"Roy T. Bennett,","“Pursue what catches your heart, not what catches your eyes.”",4737,"['gratitude,', 'heart,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'thoughts']"
9,"Roy T. Bennett,",“Start each day with a positive thought and a grateful heart.”,4402,"['gratitude,', 'heart,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'thoughts']"
10,"Roy T. Bennett,",“Be grateful for what you already have while you pursue your goals.,4353,"['goal,', 'goals,', 'gratitude,', 'happiness,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leadership,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
11,"Roy T. Bennett,","“Life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.”",4146,"['challenge,', 'enjoy-the-journey,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'keep-moving-forward,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'move-on,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
12,"Roy T. Bennett,",“Be brave to stand for what you believe in even if you stand alone.”,3900,"['belief,', 'beliefs,', 'believe,', 'courage,', 'courage-quotes,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
13,"Viktor E. Frankl,","“When we are no longer able to change a situation, we are challenged to change ourselves.”",3814,['motivation']
14,"Roy T. Bennett,","“Great things happen to those who don't stop believing, trying, learning, and being grateful.”",3777,"['being-positive,', 'believe,', 'gratitude,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'life,', 'life-quotes,', 'live,', 'motivation,', 'never-stop-believing,', 'never-stop-learning,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'try,', 'trying']"
15,"Roy T. Bennett,",“Never lose hope. Storms make people stronger and never last forever.”,3660,"['adversity,', 'difficulty,', 'hope,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'perseverance,', 'persistence,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'storms']"
16,"Roy T. Bennett,",“Do not fear failure but rather fear not trying.”,3629,"['failure,', 'fearless,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quote,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-philosophy,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'never-give-up,', 'optimism,', 'optimistic,', 'persistence,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'trying']"
17,Thomas Jefferson,“Do you want to know who you are? Don't ask. Act! Action will delineate and define you.”,3542,"['inspiration,', 'motivation']"
18,"Paulo Coelho,",“Nothing in the world is ever completely wrong. Even a stopped clock is right twice a day.”,3260,"['inspirational,', 'motivation']"
19,Roy T. Bennett,“You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.”,2876,"['achievement,', 'change,', 'comfort-zone,', 'courage,', 'dream,', 'dreams,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leaders,', 'leadership,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'start-up,', 'step-out-of-your-comfort-zone']"
20,"Roy T. Bennett,","“Do not let the memories of your past limit the potential of your future. There are no limits to what you can achieve on your journey through life, except in your mind.”",2863,"['future,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'limit,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'potential']"
21,"Roy T. Bennett,",“Let the improvement of yourself keep you so busy that you have no time to criticize others.”,2759,"['improvement,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leadership,', 'learning,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'success']"
22,"Zig Ziglar,","“Of course motivation is not permanent. But then, neither is bathing; but it is something you should do on a regular basis.”",2544,"['bathing,', 'humor,', 'motivation']"
23,Walt Disney,“The way to get started is to quit talking and begin doing. ”,2480,"['motivation,', 'success']"
24,"Roy T. Bennett,",“Believe in your infinite potential. Your only limitations are those you set upon yourself.”,2417,"['believe,', 'believe-in-yourself,', 'confidence,', 'empowerment,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'limitations,', 'limits,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'potential,', 'spiritual-growth,', 'spirituality,', 'talents']"
25,Jordan Belfort,“The only thing standing between you and your goal is the bullshit story you keep telling yourself as to why you can't achieve it.”,2212,"['excuses,', 'goal,', 'inspiration,', 'motivation,', 'self-defeat']"
26,"Roy T. Bennett,",“Be Brave and Take Risks: You need to have faith in yourself. Be brave and take risks. You don't have to have it all figured out to move forward.”,2098,"['authentic-living,', 'being-positive,', 'brave,', 'courage,', 'faith,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'life,', 'life-quotes,', 'motivation,', 'moving-forward,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'start-up']"
27,"Roy T. Bennett,",“Surround Yourself with People Who Believe in Your Dreams:,2025,"['ambition,', 'dream,', 'dreams,', 'encourage,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
28,Pablo,“No matter how old you are now. You are never too young or too old for success or going after what you want. Here’s a short list of people who accomplished great things at different ages,2006,"['age,', 'confidence,', 'discipline,', 'effort,', 'excuses,', 'failure,', 'faith,', 'isnpiration,', 'love,', 'motivation,', 'olympics,', 'opportunities,', 'opportunity,', 'president,', 'success']"
29,"Roy T. Bennett,","“Do what you love, love what you do, and with all your heart give yourself to it.”",1944,"['do,', 'doing,', 'heart,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'love,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
0,"Roy T. Bennett,",“Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.”,8320,"['dreams,', 'fearless,', 'heart,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'mind,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
1,"Roy T. Bennett,",“Live the Life of Your Dreams: Be brave enough to live the life of your dreams according to your vision and purpose instead of the expectations and opinions of others.”,6125,"['brave,', 'courage,', 'dreams,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'purpose,', 'vision']"
2,"Roy T. Bennett,","“Believe in yourself. You are braver than you think, more talented than you know, and capable of more than you imagine.”",6071,"['achievement,', 'believe-in-yourself,', 'brave,', 'courage,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'talent']"
3,Roy T. Bennett,"“It’s only after you’ve stepped outside your comfort zone that you begin to change, grow, and transform.”",5724,"['change,', 'focus,', 'grow,', 'growth,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leaders,', 'leadership,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'stay-focused,', 'step-out-of-comfort-zone,', 'transform']"
